loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1740,4.0, Not Graduate, Yes,2500000.0,6100000,20.0,478,5900000,800000,9500000,3200000, Rejected
1741,4.0, Not Graduate, No,1100000.0,2500000,4.0,603,1900000,1400000,3900000,500000, Approved
1742,1.0, Not Graduate, No,2300000.0,8200000,8.0,784,2000000,0,7600000,1100000, Approved
1743,1.0, Graduate, Yes,3300000.0,11700000,4.0,682,3500000,5500000,12300000,1600000, Approved
1744,4.0, Graduate, Yes,2600000.0,5900000,6.0,471,3500000,1900000,7300000,3400000, Rejected
1745,4.0, Not Graduate, Yes,9300000.0,36700000,20.0,808,16500000,14700000,26500000,7100000, Approved
1746,4.0, Not Graduate, No,5300000.0,18500000,8.0,470,2900000,9300000,14900000,4900000, Rejected
1747,2.0, Not Graduate, No,5400000.0,13800000,20.0,574,900000,9200000,10900000,3700000, Approved
1748,4.0, Not Graduate, Yes,3500000.0,12000000,8.0,314,7700000,100000,12600000,2700000, Rejected
1749,2.0, Graduate, No,4200000.0,10200000,14.0,407,5900000,4500000,12000000,2500000, Rejected
1750,0.0, Not Graduate, Yes,9200000.0,34900000,4.0,702,16900000,16000000,24100000,9800000, Approved
1751,2.0, Graduate, No,4300000.0,9800000,2.0,499,4400000,4500000,12600000,5100000, Rejected
1752,1.0, Graduate, Yes,7500000.0,19900000,10.0,669,1800000,8800000,18100000,7300000, Approved
1753,5.0, Not Graduate, Yes,5400000.0,18800000,20.0,326,9700000,10100000,14800000,3200000, Rejected
1754,3.0, Not Graduate, No,5500000.0,16200000,18.0,778,4700000,10700000,15300000,6100000, Approved
1755,2.0, Not Graduate, Yes,2100000.0,4500000,2.0,787,4800000,2800000,6000000,2100000, Approved
1756,0.0, Graduate, No,3700000.0,12300000,16.0,831,8000000,2200000,11200000,2400000, Approved
1757,0.0, Graduate, No,8800000.0,32900000,18.0,576,1300000,8700000,32600000,5600000, Approved
1758,5.0, Not Graduate, No,5800000.0,22800000,12.0,600,16000000,1100000,20700000,5700000, Approved
1759,4.0,, No,7900000.0,30600000,2.0,569,7600000,3400000,20100000,7400000, Approved
1760,1.0, Not Graduate, Yes,3100000.0,6300000,20.0,867,1900000,6100000,6600000,4000000, Approved
1761,0.0, Not Graduate, No,4100000.0,14500000,12.0,441,9900000,300000,15700000,3900000, Rejected
1762,2.0, Not Graduate, Yes,9800000.0,32700000,2.0,304,4700000,19000000,24500000,8600000, Approved
1763,5.0, Not Graduate, No,3300000.0,8400000,18.0,520,500000,6300000,11000000,4000000, Rejected
1764,0.0, Graduate, No,2000000.0,6200000,14.0,613,100000,1800000,5400000,1300000, Approved
1765,2.0, Not Graduate, Yes,600000.0,1100000,8.0,885,700000,0,1200000,300000, Approved
1766,4.0, Not Graduate, Yes,3600000.0,9500000,2.0,841,4900000,4400000,13500000,2100000, Approved
1767,2.0, Not Graduate, No,7500000.0,29100000,20.0,815,12400000,9500000,25300000,9100000, Approved
1768,5.0, Graduate, Yes,200000.0,400000,18.0,822,200000,300000,600000,300000, Approved
1769,4.0, Not Graduate, No,9900000.0,29100000,18.0,772,24100000,19400000,26800000,11700000, Approved
1770,5.0, Graduate, Yes,6100000.0,22500000,6.0,776,17600000,9900000,13800000,4800000, Approved
1771,4.0, Not Graduate, Yes,3500000.0,10300000,10.0,337,9000000,5600000,10500000,4500000, Rejected
1772,0.0, Not Graduate, Yes,7800000.0,19000000,12.0,333,15400000,14900000,30600000,9600000, Rejected
1773,3.0, Not Graduate, Yes,8700000.0,29300000,4.0,312,9000000,2800000,30000000,4900000, Approved
1774,2.0, Graduate, Yes,5500000.0,12400000,14.0,842,-100000,6800000,15800000,5800000, Approved
1775,3.0, Graduate, Yes,1800000.0,5100000,8.0,790,100000,0,3700000,2000000, Approved
1776,2.0, Graduate, No,8000000.0,31900000,16.0,806,19900000,1800000,23200000,5400000, Approved
1777,5.0, Not Graduate, Yes,7500000.0,17000000,8.0,300,7800000,8300000,18900000,6700000, Rejected
1778,5.0, Graduate, Yes,3700000.0,12000000,12.0,605,4900000,1800000,13200000,3100000, Approved
1779,2.0, Graduate, Yes,1600000.0,4700000,12.0,582,1500000,1300000,5200000,1000000, Approved
1780,5.0, Graduate, No,1300000.0,2700000,6.0,607,800000,1500000,4700000,1600000, Approved
1781,5.0, Graduate, Yes,2400000.0,8200000,10.0,709,2100000,3700000,8800000,2800000, Approved
1782,4.0, Graduate, Yes,,11600000,14.0,854,500000,6900000,12700000,5700000, Approved
1783,2.0, Not Graduate, Yes,7300000.0,15200000,20.0,776,14700000,9600000,26400000,4100000, Approved
1784,1.0, Graduate, Yes,8000000.0,24600000,12.0,649,10800000,1600000,21800000,9200000, Approved
1785,3.0, Not Graduate, No,7900000.0,28000000,4.0,394,22800000,13200000,18200000,3900000, Approved
1786,4.0, Not Graduate, No,7200000.0,18900000,16.0,371,6600000,14100000,18900000,4900000, Rejected
1787,3.0, Not Graduate, No,6200000.0,13200000,14.0,707,17200000,8900000,23100000,4200000, Approved
1788,2.0, Not Graduate, Yes,5700000.0,18100000,20.0,491,6800000,100000,17700000,3900000, Rejected
1789,0.0, Graduate, Yes,5800000.0,14100000,16.0,570,8200000,4200000,16400000,3700000, Approved
1790,1.0, Not Graduate, No,900000.0,3500000,18.0,395,2500000,800000,3000000,1300000, Rejected
1791,0.0, Not Graduate, Yes,2200000.0,7500000,10.0,497,2300000,2100000,5700000,1800000, Rejected
1792,3.0, Not Graduate, Yes,1800000.0,5300000,14.0,440,2000000,100000,3700000,1000000, Rejected
1793,0.0, Not Graduate, Yes,800000.0,2400000,16.0,825,700000,0,3100000,1100000, Approved
1794,2.0, Graduate, Yes,7600000.0,18100000,14.0,320,14700000,2600000,28100000,8500000, Rejected
1795,2.0, Graduate, Yes,4100000.0,13500000,4.0,846,8900000,7800000,11400000,2400000, Approved
1796,3.0, Graduate, Yes,4600000.0,10900000,12.0,856,13500000,5100000,9400000,3300000, Approved
1797,3.0, Graduate, No,2300000.0,6800000,10.0,418,2800000,2700000,6300000,1400000, Rejected
1798,0.0, Not Graduate, Yes,8000000.0,21100000,6.0,306,16100000,11800000,28200000,8700000, Rejected
1799,2.0, Not Graduate, Yes,3800000.0,14500000,16.0,567,2400000,2600000,10500000,3000000, Approved
1800,2.0, Not Graduate, Yes,9500000.0,36800000,6.0,493,24100000,13800000,32100000,6200000, Rejected
1801,2.0, Graduate, No,9300000.0,21200000,2.0,509,2800000,2600000,35800000,6600000, Rejected
1802,4.0, Graduate, No,4700000.0,17000000,4.0,364,2900000,4600000,18800000,6200000, Approved
1803,5.0, Not Graduate, No,6000000.0,24000000,20.0,639,300000,7300000,15100000,6600000, Approved
1804,2.0, Graduate, Yes,5500000.0,21700000,2.0,309,11800000,1000000,21600000,7600000, Approved
1805,0.0, Not Graduate, Yes,4600000.0,14800000,6.0,433,12100000,4600000,11100000,6700000, Rejected
1806,5.0, Not Graduate, No,9900000.0,33600000,20.0,580,7000000,10800000,37400000,14700000, Approved
1807,1.0, Graduate, Yes,6200000.0,16200000,4.0,888,-100000,12000000,24300000,4000000, Approved
1808,4.0, Not Graduate, Yes,400000.0,1100000,6.0,644,1000000,300000,1600000,400000, Approved
1809,1.0, Not Graduate, Yes,7800000.0,22200000,10.0,763,11200000,1400000,27000000,4900000, Approved
1810,0.0, Graduate, Yes,2900000.0,10800000,20.0,694,6400000,200000,10600000,2100000, Approved
1811,3.0, Not Graduate, No,500000.0,1200000,6.0,757,1300000,100000,1200000,600000, Approved
1812,0.0, Not Graduate, No,2500000.0,6900000,12.0,471,7100000,4000000,5200000,1500000, Rejected
1813,5.0, Not Graduate, No,9000000.0,35200000,2.0,437,18400000,17800000,18300000,10400000, Approved
1814,4.0, Not Graduate, Yes,5200000.0,11400000,10.0,406,14700000,2000000,13000000,4400000, Rejected
1815,5.0, Not Graduate, No,6000000.0,19700000,20.0,376,14700000,10700000,17100000,5500000, Rejected
1816,1.0, Graduate, No,5100000.0,13800000,14.0,350,6200000,2200000,12600000,3600000, Rejected
1817,5.0, Not Graduate, Yes,8000000.0,22500000,20.0,784,7600000,7300000,26000000,10800000, Approved
1818,4.0, Graduate, Yes,9200000.0,25400000,14.0,765,21200000,6600000,25100000,5600000, Approved
1819,4.0, Not Graduate, No,9800000.0,32200000,18.0,593,9500000,400000,34000000,14300000, Approved
1820,3.0, Graduate, Yes,7600000.0,30000000,10.0,344,19000000,13700000,27600000,11100000, Rejected
1821,1.0, Graduate, No,5100000.0,11800000,12.0,314,14700000,7600000,12400000,4900000, Rejected
1822,4.0, Graduate, Yes,1500000.0,3300000,16.0,382,200000,2400000,3200000,1100000, Rejected
1823,2.0, Not Graduate, Yes,6200000.0,16500000,4.0,510,14100000,4700000,18200000,6300000, Rejected
1824,2.0, Graduate, Yes,6300000.0,24600000,8.0,464,7700000,2200000,13000000,6900000, Rejected
1825,1.0, Graduate, Yes,5500000.0,14900000,2.0,403,7400000,8900000,19700000,4100000, Rejected
1826,3.0, Not Graduate, No,8100000.0,30400000,12.0,606,900000,1100000,31900000,11600000, Approved
1827,1.0, Graduate, No,6300000.0,22000000,20.0,646,9500000,7900000,13500000,5500000, Approved
1828,1.0, Graduate, No,1100000.0,3600000,20.0,495,1600000,1100000,3100000,500000, Rejected
1829,3.0, Not Graduate, Yes,7200000.0,21600000,2.0,626,10600000,1600000,26900000,3700000, Approved
1830,1.0, Not Graduate, Yes,3000000.0,6000000,16.0,518,3800000,1700000,11600000,3900000, Rejected
1831,5.0, Graduate, No,2700000.0,7600000,8.0,746,900000,2200000,7200000,3400000, Approved
1832,0.0, Not Graduate, No,5000000.0,16300000,12.0,737,2600000,3400000,11800000,4400000, Approved
1833,0.0, Not Graduate, No,8400000.0,22300000,14.0,371,8300000,3700000,22300000,9100000, Rejected
1834,1.0, Graduate, No,7700000.0,27300000,8.0,509,10100000,2200000,20200000,10800000, Rejected
1835,1.0, Graduate, No,4700000.0,14000000,2.0,411,4600000,5100000,10600000,3700000, Rejected
1836,2.0, Not Graduate, No,4300000.0,11800000,20.0,701,11600000,4600000,14200000,3300000, Approved
1837,5.0, Not Graduate, No,2500000.0,8800000,10.0,769,3700000,1600000,8200000,2700000, Approved
1838,5.0, Not Graduate, Yes,4400000.0,12500000,6.0,740,8200000,2300000,9900000,5400000, Approved
1839,5.0, Not Graduate, No,5700000.0,11600000,4.0,892,10200000,6100000,19800000,7400000, Approved
1840,2.0, Not Graduate, No,5300000.0,13100000,14.0,417,4900000,6200000,18200000,6800000, Rejected
1841,5.0, Graduate, No,4600000.0,14400000,6.0,785,6500000,6300000,14700000,6200000, Approved
1842,3.0, Not Graduate, No,400000.0,1100000,16.0,504,200000,400000,800000,400000, Rejected
1843,0.0, Not Graduate, No,2100000.0,5900000,14.0,402,4400000,0,4800000,1000000, Rejected
1844,2.0, Graduate, Yes,1200000.0,3500000,16.0,540,3100000,1800000,3500000,800000, Rejected
1845,2.0, Graduate, Yes,8000000.0,28400000,10.0,607,11400000,3800000,29000000,11600000, Approved
1846,1.0, Graduate, Yes,5000000.0,19400000,10.0,410,11600000,6200000,11700000,4500000, Rejected
1847,0.0, Not Graduate, No,8500000.0,17200000,12.0,624,6500000,8400000,18600000,5100000, Approved
1848,4.0, Graduate, No,4600000.0,16600000,16.0,805,4800000,8000000,11500000,2800000, Approved
1849,, Graduate, No,4600000.0,16100000,18.0,709,7100000,9000000,13800000,5400000, Approved
1850,2.0, Not Graduate, Yes,8500000.0,30900000,14.0,511,23300000,4400000,21900000,5500000, Rejected
1851,1.0, Graduate, Yes,7800000.0,25100000,18.0,766,6900000,7200000,16600000,10200000, Approved
1852,3.0, Not Graduate, Yes,1400000.0,3800000,16.0,451,3100000,1300000,4300000,1300000, Rejected
1853,1.0, Not Graduate, Yes,3700000.0,10200000,4.0,447,300000,2000000,14500000,3200000, Rejected
1854,3.0, Not Graduate, Yes,1000000.0,2500000,18.0,763,400000,1100000,2100000,1400000, Approved
1855,5.0, Not Graduate, No,900000.0,3100000,20.0,834,1000000,900000,2100000,1300000, Approved
1856,2.0, Graduate, No,5600000.0,19500000,8.0,429,6100000,2200000,21100000,7200000, Rejected
1857,4.0, Not Graduate, No,3200000.0,10600000,16.0,693,7800000,4900000,10400000,1800000, Approved
1858,1.0, Graduate, No,2900000.0,11100000,20.0,478,4200000,2900000,8500000,3000000, Rejected
1859,2.0, Graduate, Yes,300000.0,800000,10.0,752,600000,300000,1000000,400000, Approved
1860,0.0, Graduate, Yes,2400000.0,5900000,14.0,319,2000000,4200000,9500000,3300000, Rejected
1861,3.0, Graduate, No,5000000.0,17600000,8.0,303,6300000,9600000,12800000,6900000, Rejected
1862,3.0, Not Graduate, Yes,5000000.0,16700000,20.0,420,1100000,5000000,18700000,6900000, Rejected
1863,2.0, Not Graduate, Yes,200000.0,600000,8.0,552,400000,200000,700000,200000, Approved
1864,3.0, Not Graduate, Yes,6000000.0,16000000,,606,2600000,11600000,19300000,7800000, Approved
1865,2.0, Not Graduate, No,5600000.0,13700000,2.0,558,7500000,9300000,12100000,6700000, Approved
1866,1.0, Not Graduate, No,4500000.0,12400000,6.0,504,12000000,3200000,13100000,2200000, Rejected
1867,5.0, Not Graduate, Yes,200000.0,300000,8.0,412,-100000,100000,500000,100000, Rejected
1868,4.0, Not Graduate, Yes,6200000.0,18300000,4.0,900,16900000,3400000,15300000,6400000, Approved
1869,4.0, Not Graduate, Yes,9800000.0,23800000,8.0,634,12800000,9300000,37600000,6100000, Approved
1870,5.0, Graduate, Yes,3900000.0,9000000,8.0,340,4900000,6800000,9000000,5200000, Rejected
1871,3.0, Not Graduate, Yes,8300000.0,20900000,,615,4400000,200000,19000000,9600000, Approved
1872,2.0, Graduate, Yes,4900000.0,12200000,18.0,353,7000000,200000,14400000,3600000, Rejected
1873,4.0, Graduate, Yes,6900000.0,16300000,8.0,606,5800000,900000,23700000,3600000, Approved
1874,2.0, Not Graduate, No,4500000.0,14500000,18.0,498,7900000,200000,13500000,4800000, Rejected
1875,4.0, Not Graduate, No,7500000.0,21900000,2.0,585,6800000,12200000,27500000,8100000, Approved
1876,1.0, Not Graduate, Yes,2300000.0,6400000,8.0,578,3600000,1800000,7000000,3000000, Approved
1877,1.0, Graduate, No,7400000.0,15500000,2.0,693,3000000,12800000,21800000,9300000, Approved
1878,4.0, Graduate, No,4800000.0,14300000,6.0,795,5900000,0,11100000,2600000, Approved
1879,1.0, Graduate, No,2600000.0,9900000,6.0,594,2900000,4300000,6700000,2500000, Approved
1880,3.0, Not Graduate, Yes,2700000.0,10600000,8.0,840,500000,3000000,9000000,1900000, Approved
1881,3.0, Not Graduate, No,3700000.0,10900000,16.0,301,7800000,2300000,9600000,3400000, Rejected
1882,4.0, Graduate, Yes,2600000.0,9400000,,481,2700000,4400000,8600000,2400000, Rejected
1883,5.0, Not Graduate, Yes,8800000.0,23100000,16.0,531,20800000,2600000,22100000,8000000, Rejected
1884,2.0, Not Graduate, No,7500000.0,15400000,8.0,332,8300000,3100000,23700000,5400000, Rejected
1885,0.0, Graduate, No,4700000.0,18500000,4.0,516,1000000,8400000,10400000,6100000, Approved
1886,2.0, Not Graduate, No,7100000.0,26600000,6.0,727,16500000,9800000,21100000,7900000, Approved
1887,3.0, Not Graduate, Yes,5500000.0,19300000,10.0,344,14400000,1300000,12400000,6600000, Rejected
1888,2.0, Graduate, No,9500000.0,31500000,12.0,650,17600000,16600000,22200000,11400000, Approved
1889,3.0, Graduate, Yes,4200000.0,15400000,8.0,362,9900000,5300000,15500000,5600000, Rejected
1890,5.0, Graduate, Yes,6900000.0,18600000,18.0,307,3500000,4800000,25300000,4200000, Rejected
1891,5.0, Graduate, No,9900000.0,24600000,2.0,530,24200000,12800000,20400000,13000000, Rejected
1892,5.0, Graduate, No,6700000.0,17700000,6.0,482,3200000,10400000,18500000,5700000, Rejected
1893,0.0, Not Graduate, Yes,9300000.0,22200000,14.0,701,600000,10100000,35900000,5700000, Approved
1894,2.0, Graduate, No,5600000.0,17200000,16.0,586,13700000,2100000,14300000,4300000, Approved
1895,0.0, Graduate, Yes,8100000.0,17600000,16.0,384,15200000,13300000,31700000,10200000, Rejected
1896,4.0, Not Graduate, No,6000000.0,18000000,18.0,882,6700000,2500000,12200000,7500000, Approved
1897,5.0, Not Graduate, Yes,4200000.0,11200000,2.0,758,5300000,6500000,9600000,3800000, Approved
1898,5.0, Graduate, No,1600000.0,4000000,18.0,529,300000,1200000,5300000,2000000, Rejected
1899,3.0, Graduate, Yes,800000.0,1500000,2.0,589,1500000,1100000,1800000,400000, Approved
1900,1.0, Graduate, No,500000.0,1300000,6.0,670,1000000,500000,1400000,700000, Approved
1901,5.0, Not Graduate, Yes,4300000.0,14100000,12.0,532,12600000,5700000,12000000,4600000, Rejected
1902,0.0, Not Graduate, No,4000000.0,12500000,18.0,868,11000000,800000,14400000,2300000, Approved
1903,2.0, Not Graduate, No,2900000.0,7300000,2.0,776,8300000,3000000,8500000,3400000, Approved
1904,5.0, Graduate, Yes,2300000.0,9100000,16.0,644,4000000,2600000,6600000,3100000, Approved
1905,0.0, Graduate, Yes,1800000.0,6000000,12.0,658,2900000,2300000,4500000,2400000, Approved
1906,1.0, Graduate, Yes,8700000.0,33900000,10.0,766,16300000,700000,19500000,9000000, Approved
1907,3.0, Not Graduate, No,7800000.0,21100000,12.0,717,1200000,10700000,19900000,6200000, Approved
1908,2.0, Graduate, No,3200000.0,6300000,10.0,339,300000,4900000,7300000,2700000, Rejected
1909,0.0, Not Graduate, No,1600000.0,4500000,18.0,463,100000,2000000,4100000,1800000, Rejected
1910,4.0, Not Graduate, No,2400000.0,7300000,4.0,540,2500000,300000,7800000,2200000, Approved
1911,1.0, Graduate, No,1800000.0,5900000,16.0,804,800000,2500000,5000000,1000000, Approved
1912,1.0, Graduate, No,7500000.0,16000000,10.0,541,16300000,4500000,22400000,5100000, Rejected
1913,4.0, Not Graduate, Yes,6700000.0,18400000,10.0,371,1900000,1400000,15700000,4400000, Rejected
1914,5.0, Graduate, No,5800000.0,13700000,6.0,369,10500000,2700000,12100000,3000000, Rejected
1915,0.0, Not Graduate, No,500000.0,1800000,2.0,651,700000,0,1700000,200000, Approved
1916,0.0, Graduate, Yes,9400000.0,30700000,10.0,477,17400000,900000,27500000,6200000, Rejected
1917,4.0, Not Graduate, No,1600000.0,6200000,18.0,554,3200000,800000,5500000,1100000, Approved
1918,0.0, Graduate, Yes,9300000.0,25000000,14.0,362,14900000,16100000,32300000,11000000, Rejected
1919,5.0, Graduate, No,3700000.0,14000000,2.0,469,3800000,600000,8000000,2800000, Approved
1920,3.0, Not Graduate, No,900000.0,1900000,12.0,547,2400000,400000,3000000,400000, Rejected
1921,4.0, Not Graduate, No,500000.0,1300000,6.0,809,200000,300000,900000,500000, Approved
1922,1.0, Graduate, Yes,7800000.0,16200000,2.0,335,4900000,7900000,28700000,6400000, Rejected
1923,5.0, Not Graduate, Yes,5300000.0,13700000,18.0,708,7600000,900000,19200000,5900000, Approved
1924,0.0, Graduate, No,300000.0,700000,16.0,779,200000,0,1000000,400000, Approved
1925,0.0, Graduate, Yes,5000000.0,19900000,6.0,748,8300000,8500000,11300000,3000000, Approved
1926,0.0, Graduate, No,7900000.0,28600000,18.0,541,400000,3900000,22300000,6700000, Rejected
1927,4.0, Graduate, No,5300000.0,15800000,2.0,527,3800000,5200000,19700000,3900000, Rejected
1928,0.0, Not Graduate, Yes,5500000.0,15300000,4.0,859,4600000,9500000,21400000,2900000, Approved
1929,0.0, Graduate, No,1500000.0,5600000,18.0,604,2000000,2400000,4400000,1800000, Approved
1930,5.0, Graduate, No,6600000.0,20100000,18.0,348,6900000,2500000,22500000,7200000, Rejected
1931,4.0, Graduate, Yes,6200000.0,16200000,20.0,734,8800000,4000000,14600000,4400000, Approved
1932,3.0, Graduate, No,6300000.0,17000000,16.0,388,11700000,2100000,16100000,3200000, Rejected
1933,0.0, Graduate, Yes,3800000.0,8100000,20.0,831,6500000,1700000,7700000,2000000, Approved
1934,5.0, Not Graduate, No,500000.0,1500000,6.0,433,-100000,700000,1900000,700000, Rejected
1935,2.0, Graduate, Yes,5000000.0,15900000,16.0,699,8800000,5900000,18100000,7200000, Approved
1936,0.0, Not Graduate, No,4500000.0,17100000,8.0,303,7400000,8200000,17400000,4200000, Rejected
1937,4.0, Not Graduate, No,1000000.0,3800000,2.0,611,1700000,1800000,2500000,600000, Approved
1938,2.0, Graduate, No,1700000.0,3700000,20.0,558,4100000,1400000,5000000,2500000, Approved
1939,4.0, Graduate, Yes,1200000.0,4800000,2.0,752,2800000,900000,3000000,600000, Approved
1940,5.0, Not Graduate, Yes,8500000.0,25800000,14.0,786,13900000,11000000,32400000,11300000, Approved
1941,0.0, Graduate, No,8600000.0,29000000,18.0,481,21200000,2600000,27700000,5400000, Rejected
1942,2.0, Graduate, No,400000.0,1300000,16.0,507,200000,200000,1500000,300000, Rejected
1943,4.0, Graduate, No,8700000.0,19800000,14.0,715,13500000,13400000,32000000,8500000, Approved
1944,0.0, Not Graduate, No,1800000.0,5700000,20.0,392,3800000,2400000,3500000,1400000, Rejected
